Reading_ID,Meter_ID,TS,Pressure,Flow,Energy,Unit,Customer_ID,"Latitude,Longitude",Leak_Flag,Maintenance_Flag,Notes_Comments,Base_Temp_C,Base_Pressure_kPa,Cal_Coefficient,Cal_Version
R13381,MET-110,2025-02-01 11:00,,600,2.2,sm^3/h,C726,"(13.1332, 80.4448)",false,,Reverse flow detected briefly.,19.8,103.0,1.0,v1.1
R13382,MET--121,2024-03-01 14:00,6.1,334,1.34,SCM/H,C759,"13.0947,80.3952",0,,High consumption flagged for audit.,19.8,99.5,1.0,v1.0
R13383,MET-118,2026-01-07 06:00,2.61,601,2.113,SCMH,C707,"13.0599,80.0796",NO,,"Leak near coords 12.8887,80.2362. Reported.",19.6,101.325,1.0,v1.0
R13384,MET-158,2024-09-16 10:00,3.36,1413,5.46,Scmh,C837,"12.9284,80.1246",N,,High consumption flagged for audit.,20.1,99.5,1.005,v1.0
R13385,MET-136,2024-06-01 04:00,3.43,1223,4.57,scmh,C701,"80.2475,13.1734",FALSE,,"Leak near coords 12.969,80.1672. Reported.",16.1,101.0,1.0,v1.0
R13386,MET-108 ,2025-12-17 01:00,-4.36,80,0.31,S m^3/h,C735,"13.1965,80.3709",N,,Inspection done. No issues.,16.6,101.325,1.0,v1.2
R13387,MET-139,2025-02-09 16:00,3.31,1665,6.39,m3/h,C878,"80.0602,13.1237",nO,,Read manually. Meter OK.,20.1,101.325,1.005,v1.1
R13388,MET -158,2024-12-15 13:00,3.19,1796,6.37,S m^3/h,C837,"12.9284,80.1246",No,,High consumption flagged for audit.,19.0,101.325,1.0,v1.0
R13389,MET117,2026-02-23T07:00:00Z,27.2,1369,4.99,SCM/H,C708,"12.9717,80.3585",n,,"Leak near coords 12.8887,80.2362. Reported.",21.0,101.325,1.002,v1.1
R13390,MET-143,2024-05-27 11:00,6.4,,7.19,Scmh,c739,"12.8638,80.1757",N,,Calibration check passed.,18.7,101.325,0.99,v1.2
R13391,MET-159,2024-09-15 21:00,3.02,3078,11.43,Sm3/h,C731,"12.8681,80.407",False,,Customer called at +91-9849497-49497,17.8,101.0,1.0,v1.0
R13392,MET-150,2025-04-30 04:00,6.56,168,0.63,scm/h,C724,"12.9239,80.0808",0,,High consumption flagged for audit.,14.4,101.325,0.99,v1.0
R13393,MET-132,2025-05-10 00:00,6.74,1444,5.71,SCMH,c756,"12.92,80.34",0,MAINT,Calibration check passed.,25.4,99.5,1.0,v1.2
R13394,MET--150,2025-10-02 08:00,5.84,1743,6.09,scmh,C724," 12.9239 , 80.0808 ",False,,Email: user647@citygas.com flagged issue,21.8,101.325,1.0,v1.0
R13395,met-138,2024-10-16 16:00,5.73,,,m3/h,C740,"12.8891,80.221",N,MAINT,Night flow anomaly recorded.,20.5,101.325,1.005,v1.0
R13396,MET-104,2024-10-11 09:00,3.48,526,2.1,scmh,C889,"13.09,80.19",no,,Calibration check passed.,23.3,101.325,0.995,v1.0
R13397,MET-105,2025-05-08 04:00,6.27,895,3.35,Sm^3/h,C770,"12.9124,80.1624",NO,,"Leak near coords 13.1061,80.1525. Reported.",17.8,100.0,1.01,v1.2
R13398,Met-133,2024-03-18 07:00,3.35,2800,10.08,Sm3/h,C814,"12.876,80.3543",nO,,Email: user483@citygas.com flagged issue,15.8,103.0,1.0,v1.0
R13399,MET-105,2025/03/30 04:00,6.27,1406,5.2,scmh,C770,"24.5924,80.1624",NO,,High consumption flagged for audit.,17.5,99.5,1.01,v1.1
R13400,MET-106,2025-10-01 11:00,4.61,108,0.38,sm^3/h,C762,"12.9124,80.2671",n,MAINT,Calibration check passed.,22.2,101.325,0.99,v1.0
R13401,MET-136,2025-08-20 12:00,6.18,944,3.35,SCM/H,C701,"13.1734,80.2475",FALSE,,Odorant alarm triggered. Cleared.,16.4,101.325,1.0,v1.2
R13402,MET-157,2025/10/19 02:00,6.52,737,2.96,Scmh,C817,"12.8854,80.3715",n,,,20.6,101.325,1.0,v1.0
R13403,MET-112,2026/03/10 24:05,4.08,2284,8.77,S m^3/h,c889," 13.238 , 80.1295 ",no,,Customer called at +91-9843190-43190,14.8,101.325,1.01,v1.1
R13404,MET--117,2025-08-11 23:00,6.65,1572,5.6,scm/h,C708,12.9717,0,,Contact: +91-7065228-65228 for followup,21.5,102.5,1.0,v1.0
R13405,MET-121,05/15/2024 10:00,,1251,4.53,S m^3/h,C759,"24.4017,80.3952",nO,,Email: user180@citygas.com flagged issue,19.8,101.0,1.0,v1.1
R13406,MET-139,2024-04-23 11:00,5.56,427000,1.68,Scmh,C878,"13.1237,80.0602",false,,Read manually. Meter OK.,17.5,102.5,1.01,v1.1
R13407,MET-119,09/04/2024 10:00,3.21,295,1.12,scmh,C723,"13.0228,80.1934",No,,Contact: +91-7013009-13009 for followup,17.2,101.325,1.0,v1.0
R13408,MET-147,2026-01-01 01:00,2.92,2240,8.25,Scmh,C726," 12.9747 , 80.2142 ",false,,Email: user171@citygas.com flagged issue,25.0,101.325,1.002,v1.0
R13409,MET-147,2026-01-25 17:00,6.44,1337,4.76,S m^3/h,C726,"23.7360,80.2142",0,SHUTDOWN,Odorant alarm triggered. Cleared.,14.6,101.325,1.0,v1.1
R13410,MET-143,2025-04-25T19:00:00Z,5.59,1716,6.727,S m^3/h,C739,"12.8638,80.1757",NO,,Calibration check passed.,18.6,100.0,1.005,v1.1
R13410,Met-103,2024-07-07 09:00,4.8,493,1.95,scm/h,C706,"13.1428,80.3815",FALSE,SHUTDOWN,Maintenance done by technician ID T438.,16.8,101.0,1.0,v1.0
R13411,MET--124,2024-07-04 05:00,3.03,"1,456",5.43,scm/h,C706,"12.9965,80.0754",Y,,Customer C808 complained about billing.,21.9,101.325,1.005,v1.2
R13412,MET-138,2025-03-06 19:00,4.82,317,1.26,Sm3/h,C740 ,"12.8891,80.221",FALSE,,Email: user930@citygas.com flagged issue,16.2,101.0,1.002,v1.1
R13413,Met-154,2024-03-10 08:00,4.32,1172,4.29,scmh,C767,"13.2079,80.3732",n,,"Leak near coords 12.8687,80.114. Reported.",16.7,101.325,1.0,v1.0
R13414,MET-148,2025-11-23 08:00,4.8,2437,9.59,sm^3/h,C723,"13.058,80.3522",false,,Odorant alarm triggered. Cleared.,24.1,101.325,0.99,v1.0
R13415,MET-129,2024-11-20 03:00,6.77,1455,5.36,SCM/H,C879,"13.087,80.4049",0,,Night flow anomaly recorded.,19.3,101.0,0.995,v1.2
R13416,MET-136,2025-07-17 00:00,4.83,98,0.39,sm^3/h,C701 ,"13.1734,80.2475",0,MAINT,Inspection done. No issues.,15.5,100.0,1.0,v1.0
R13417,MET-142,05/29/2025 03:00,4.77,4593,16.46,sm^3/h,c771,"13.0481,80.3046",no,SHUTDOWN,Customer called at +91-9832648-32648,20.5,103.0,1.01,v1.0
R13418,MET-109,2025-04-21 19:00,2.87,1921,1.77,Scmh,C888,"13.0904,80.0798",NO,,Customer C797 complained about billing.,19.2,101.0,1.0,v1.0
R13419,MET-133,2025/09/29 22:00,3.66,1741,6.18,sm^3/h,C814,"12.876,80.3543",0,MAINT,Customer called at +91-9817729-17729,17.3,103.0,1.0,v1.0
R13420,MET-146,2024-09-08 07:00,6.89,100,0.37,sm^3/h,C786,"13.115,80.1497",nO,,Customer called at +91-9855356-55356,22.4,102.5,1.005,v1.0
R13421,met-150,2026-01-06 18:00,2.54,2992,10.74,Scmh,C724,"12.9239,80.0808",False,,Email: user910@citygas.com flagged issue,16.6,101.325,1.0,v1.0
R13422,MET-134,2025-02-24 13:00,4.26,3739,13.61,S m^3/h,C850,"13.2296,80.2745",false,MAINT,Maintenance done by technician ID T733.,14.5,101.0,0.99,v1.0
R13423,MET--151,2025-02-28T09:00:00Z,4.63,712,2.82,S m^3/h,C791,"13.24,80.17",N,,,20.3,103.0,1.0,v1.0
R13424,MET-151,2025-04-07 14:00,4.65,967,,Sm3/h,C791,"13.2378,80.1659",False,,Odorant alarm triggered. Cleared.,23.8,101.325,1.0,v1.0
R13425,MET-110,2025-10-02 03:00,5.27,977,3.49,Sm3/h,C726,"13.1332,80.4448",YES,SHUTDOWN,Customer called at +91-9833800-33800,22.2,101.325,1.005,v1.0
R13426,MET-104,2025-12-21 12:00,4.74,1159,4.1,m3/h,C889," 13.0895 , 80.1927 ",false,SHUTDOWN,,15.4,101.0,1.0,v1.0
R13427,MET119,2024-08-13 02:00,5.42,1468,5.87,m3/h,C723,"13.0228,80.1934",n,,Maintenance done by technician ID T398.,16.9,103.0,0.995,v1.0
R13428,MET-159,2024-04-21 14:00,5.43,971,3.88,sm^3/h,C731,"12.8681,80.407",nO,,High consumption flagged for audit.,26.0,101.325,1.01,v1.1
R13429,met-117,2024-07-20 09:00,4.47,1770,7.02,scm/h,C708,"12.9717,80.3585",No,,Email: user817@citygas.com flagged issue,20.7,103.0,1.002,v1.1
R13430,MET-144,2024-06-17 15:00,5.2,"1,017",3.75,scm/h,C755,"13.2137,80.2534",nO,MAINT,Maintenance done by technician ID T833.,22.5,103.0,0.99,v1.0
R13431,MET-137,2025-06-04 05:00,5.71,1221,4.29,m3/h,C894,"12.9718,80.2591",False,,Contact: +91-7068456-68456 for followup,21.5,101.325,0.99,v1.1
R13432,met-118,2024-01-16 09:00,3.83,2074,,sm^3/h,C707,"13.0599,80.0796",yes,,Inspection done. No issues.,15.6,101.325,1.01,v1.1
R13433,MET-104,2025-10-05 08:00,6.05,945,3.55,scm/h,C889,"13.0895,80.1927",0,,Odorant alarm triggered. Cleared.,15.8,101.325,1.0,v1.0
R13434,MET-125,2026-02-14 05:00,3.94,3380,-12.76,sm^3/h,C843,"13.0324,80.1744",YES,MAINT,Contact: +91-7095321-95321 for followup,22.6,99.5,1.002,v1.0
R13435, MET-157 ,2025-04-06 12:00,5.04,322,1.24,scm/h,C817,"12.8854,80.3715",0,,High consumption flagged for audit.,20.3,101.325,0.995,v1.0
R13436,MET-141,2025-10-04 13:00,2.61,3828,14.04,S m^3/h,CID-787,"12.8988,80.0626",nO,MAINT,Maintenance done by technician ID T614.,20.8,102.5,1.0,v1.1
R13437,met-125,2026-01-22 01:00,6.02,1939,7.0,Sm^3/h,C843,"13.0324,80.1744",false,,Inspection done. No issues.,15.1,101.0,1.0,v1.0
R13438,MET-110,04/06/2025 16:00,3.03,"1,689",6.18,scm/h,C726," 13.1332 , 80.4448 ",No,,Email: user452@citygas.com flagged issue,15.0,100.0,0.998,v1.0
R13435,MET-134,2024-01-08 16:00,4.87,"2,924",10.62,S m^3/h,C850,"13.2296,80.2745",true,,Read manually. Meter OK.,25.8,103.0,1.0,v1.1
R13439, MET-149 ,2024-10-19 23:00,,103,0.38,Sm3/h,C797,"13.0687,80.1415",FALSE,MAINT,Inspection done. No issues.,15.8,101.0,1.002,v1.1
R13440,MET--129,25-07-2025 19:00,5.68,2331,8.27,S m^3/h,C879,"13.087,80.4049",N,,Customer called at +91-9821680-21680,19.9,101.325,1.0,v1.0
R13441,MET-121,2025-02-24 21:00,3.44,182,0.65,Scmh,CID-759,"13.0947,80.3952",FALSE,MAINT,Odorant alarm triggered. Cleared.,23.9,101.325,1.0,v1.1
R13442,MET-108,2026-03-08 03:00,4.18,1963,,Sm^3/h,C735,"13.1965,80.3709",false,,Calibration check passed.,21.7,101.0,0.99,v1.0
R13443, MET-123 ,2025-09-23,3.34,1207,4.45,SCMH,C854,"12.9669,80.1824",nO,MAINT,Night flow anomaly recorded.,14.7,100.0,1.01,v1.0
R13444,MET-148,2026-01-21 15:00,2.79,3882,15.12,SCMH,C723,"13.058,80.3522",No,,Contact: +91-7028747-28747 for followup,18.1,102.5,1.0,v1.0
R13445,MET-104,2024-07-11 03:00,3.48,1348,5.4,sm^3/h,c889,"13.0895,80.1927",FALSE,,Customer C818 complained about billing.,25.7,101.325,0.99,v1.0
R13446,MET-148,2024-04-07 08:00,3.53,494,1.78,Scmh,C723,"13.058,80.3522",nO,,Pressure drop observed at peak hours.,15.8,99.5,1.01,v1.1
R13447,MET-119,2024-05-16 16:00,4.56,906,3.63,S m^3/h,C723,"13.0228,80.1934",no,MAINT,,22.3,102.5,0.998,v1.1
R13448,MET-132,2024-09-09 19:00,2.63,155,0.56,Scmh,C756,"12.9182,80.3353",No,,Pressure drop observed at peak hours.,14.6,101.325,1.01,v1.0
R13449, MET-135 ,2024-11-06 02:00,3.6,916,3.45,S m^3/h,C771,"13.2363,80.3584",0,MAINT,Read manually. Meter OK.,14.8,99.5,1.0,v1.1
R13450,MET-108,2024-03-01 14:00,6.59,457,1.71,scmh,C735,"13.1965,80.3709",n,,High consumption flagged for audit.,23.9,101.325,1.0,v1.1
R13451,MET-105,2025-07-16 04:00,3.73,1200,0.52,scmh,C770,"12.9124,80.1624",YEs,SHUTDOWN,Night flow anomaly recorded.,23.9,101.325,0.995,v1.0
R13452,MET-116,18-11-2025 19:00,,270,0.98,Sm3/h,C808 ,"12.9234,80.3416",No,,,15.5,101.0,0.998,v1.0
R13453,MET-102,2024-04-04 10:00,5.51,1756,6.84,m3/h,C728,"13.2303,80.1585",No,,Customer called at +91-9831605-31605,19.9,100.0,1.002,v1.1
R13454,met-105,2024-11-08 04:00,3.64,207,0.76,SCMH,C770,"12.91,80.16",nO,,Reverse flow detected briefly.,15.2,101.325,0.998,v1.2
R13455,MET-146,2025-07-02 03:00,3.59,2404,7.24,scm/h,C786,"13.115,80.1497",NO,,Read manually. Meter OK.,20.6,101.0,1.002,v1.0
R13448,MET-158,2024-08-15 04:00,4.5,1882,7.46,scmh,c837,"12.9284,80.1246",no,,Pressure drop observed at peak hours.,23.8,101.325,1.0,v1.0
R13456,MET-143,2025-04-29 18:00,6.2,1405,5.11,m3/h,C739,"12.8638,80.1757",0,,Night flow anomaly recorded.,22.0,100.0,0.99,v1.0
R13457, MET-131 ,2025-11-12 15:00,6.62,691,2.68,Sm3/h,C807,"13.093,80.0978",No,SHUTDOWN,Calibration check passed.,25.7,102.5,1.0,v1.1
R13458,MET-105,2025-05-17T13:00:00Z,5.28,497,1.98,SCM/H,C770,"12.9124,80.1624",N,,Customer called at +91-9829873-29873,21.0,101.325,1.0,v1.0
R13459,MET-125,2025-08-02 18:00,3.4,4911,19.17,scmh,C843,"13.0324,80.1744",N,MAINT,Customer called at +91-9811923-11923,16.2,101.325,1.01,v1.0
R13460,MET154,2025-02-15,39,805,2.84,scm/h,C767,"13.2079,80.3732",FALSE,MAINT,Maintenance done by technician ID T718.,20.3,101.325,1.0,v1.1
R13461,MET-143,2024-06-21 21:00,6.6,596,2.33,Scmh,c739,"12.8638,80.1757",N,SHUTDOWN,Maintenance done by technician ID T818.,25.7,101.325,0.99,v1.0
R13462,MET-138,2025-01-08 20:00,3.71,264,0.92,SCM/H,C740,"12.8891,80.221",True,,,16.7,102.5,1.005,v1.0
R13463,MET-139,2025-05-29 05:00,3.87,325,1.3,SCM/H,C878,"13.1237,80.0602",No,,"Leak near coords 13.2373,80.1118. Reported.",21.2,101.325,0.998,v1.0
R13464,MET-130,2026-03-03 21:00,3.55,650,2.44,scm/h,C839,"12.8686,80.2389",nO,,Contact: +91-7012655-12655 for followup,22.4,101.325,1.01,v1.0
R13465,MET-150,2025-07-03 18:00,2.65,,11.5,Sm3/h,C724,"12.9239,80.0808",n,,Calibration check passed.,16.7,101.0,1.01,v1.0
R13466,MET-112,2024-12-22 12:00,6.93,,14.68,SCMH,C889,"13.238,80.1295",n,,Customer C786 complained about billing.,18.8,101.325,0.995,v1.2
R13467,MET-155,2024-03-11 08:00,4.49,1119,4.36,m3/h,C711,"13.0892,80.3034",No,,Contact: +91-7053611-53611 for followup,19.0,101.325,1.0,v1.2
R13468,MET-107,2025-05-17 20:00,,788,2.94,SCMH,C757,"12.8732,80.1064",NO,,High consumption flagged for audit.,19.5,100.0,1.01,v1.2
R13469,MET-146,2025-12-25T18:00:00Z,4.84,472,1.69,S m^3/h,C786,"13.115,80.1497",nO,,Calibration check passed.,21.6,101.0,1.0,v1.2
R13470,MET-147,2025-07-24 22:00,,2167,7.87,S m^3/h,C726,"12.9747,80.2142",FALSE,,Night flow anomaly recorded.,18.6,99.5,1.0,v1.0
R13471,met-131,2025-08-26T08:00:00Z,2.86,856,3.2,scm/h,C807,"13.093,80.0978",nO,,Contact: +91-7049430-49430 for followup,25.5,101.325,0.998,v1.1
R13472,MET--101,21-09-2024 09:00,6.89,944,3.58,sm^3/h,C863,"12.9998,80.2055",FALSE,,Reverse flow detected briefly.,20.1,103.0,1.01,v1.0
R13473,MET--149,2025-05-21 18:00,6.89,3112000,12.33,m3/h,c797,"13.0687,80.1415",n,SHUTDOWN,Odorant alarm triggered. Cleared.,15.8,102.5,1.005,v1.1
R13474,met-116,2025-11-29 13:00,4.34,1180,4.52,scm/h,C808,"12.9234,80.3416",True,,Inspection done. No issues.,23.3,101.325,1.0,v1.1
R13475,met-139,2025-05-07 09:00,3.38,969,3.47,scmh,C878,"13.1237,80.0602",False,,High consumption flagged for audit.,20.4,101.325,0.995,v1.0
R13476,MET-155,2025-05-09 18:00,50.6,555,,Sm^3/h,C711,"22.0196,80.3034",N,,Inspection done. No issues.,15.6,101.325,1.0,v1.2
R13477,Met-152,01/06/2024 21:00,3.51,382,1.38,SCM/H,C788,"13.1601,80.1145",no,,Read manually. Meter OK.,24.9,101.325,0.99,v1.1
R13478,MET-103,2024-07-06 17:00,4.26,2936,10.72,SCMH,C706,"13.1428,80.3815",NO,MAINT,Pressure drop observed at peak hours.,20.5,101.325,1.0,v1.0
R13479,MET-159,2025/10/27 23:00,3.14,4452,17.435,sm^3/h,C731,"12.8681,80.407",false,,Maintenance done by technician ID T590.,17.3,101.325,0.998,v1.0
R13480,MET-106,2024-01-06 13:00,4.07,-245,0.9,m3/h,C762,"12.9124,80.2671",TRUE,,High consumption flagged for audit.,14.4,101.325,1.0,v1.0
R13481,MET137,2025-12-28 08:00,4.13,1402,4.94,Sm3/h,C894,"12.9718,80.2591",no,,Read manually. Meter OK.,14.6,101.325,1.0,v1.1
R13482,met-139,2025-03-28 14:00,2.54,213,0.78,m3/h,C878,"13.1237,80.0602",n,,Odorant alarm triggered. Cleared.,17.1,101.325,0.99,v1.0
R13483,MET-138,2026-03-05 12:00,3.45,2819,10.11,scm/h,C740,"12.8891,80.221",nO,,Calibration check passed.,24.7,103.0,1.0,v1.1
R13484,MET-137,2026-02-27 08:00,,72,0.26,SCMH,C894,"12.9718,80.2591",false,,Calibration check passed.,21.9,102.5,1.0,v1.0
R13485,MET120,2024-07-12 18:00,5.84,780,3.06,S m^3/h,C755 ,"12.9665,80.0963",n,,Email: user938@citygas.com flagged issue,21.6,103.0,0.99,v1.0
R13486,met-112,2025-08-22 07:00,,3806,15.0,scm/h,c889,"13.238,80.1295",false,,Read manually. Meter OK.,25.3,102.5,1.005,v1.1
R13487, MET-104 ,2024-06-08 23:00,5.7,613,,S m^3/h,C889,"13.09,80.19",N,,"Leak near coords 13.1579,80.4332. Reported.",23.5,101.325,1.0,v1.2
R13488,MET-132,2025-10-13 17:00,4.66,"1,326",4.78,SCM/H,C756,"12.9182,80.3353",N,,Contact: +91-7014606-14606 for followup,22.0,101.325,1.0,v1.0
R13487,MET-132,26-12-2025 04:00,4.38,795,3.06,m3/h,C756,"12.92,80.34",no,SHUTDOWN,Reverse flow detected briefly.,19.9,101.325,1.0,v1.1
R13489,MET-133,2025-10-05 03:00,-6.15,102,0.39,m3/h,C814,"12.876,80.3543",N,,Odorant alarm triggered. Cleared.,24.6,99.5,0.995,v1.0
R13490,MET-112,2024-09-03 21:00,3.74,4314,16.95,SCMH,C889,"13.238,80.1295",N,MAINT,Night flow anomaly recorded.,25.2,101.325,0.998,v1.1
R13491,MET110,03/13/2025 09:00,5.41,322,1.21,scm/h,C726,13.1332,N,SHUTDOWN,Pressure drop observed at peak hours.,16.0,101.325,0.998,v1.2
R13492,MET-108,2026-02-07 06:00,2.97,1732,6.77,SCMH,C735,"13.1965,80.3709",N,MAINT,Inspection done. No issues.,22.3,101.0,1.0,v1.0
R13493,met-126,2024-11-18 06:00,6.35,4283,16.47,SCM/H,C750,"13.1641,80.1801",no,,Customer C792 complained about billing.,21.5,101.325,1.005,v1.2
R13494,MET-132,2025-10-08 20:00,3.55,273,1.03,scmh,C756,"12.9182,80.3353",nO,,Inspection done. No issues.,18.2,101.325,1.0,v1.1
R13495, MET-121 ,2024-11-29 03:00,6.99,445,1.76,Sm3/h,C759,"13.0947,80.3952",no,,Pressure drop observed at peak hours.,16.8,101.325,1.002,v1.1
R13496, MET-147 ,2025-12-07 14:00,,707,2.59,Sm3/h,C726,"12.9747,80.2142",No,,Odorant alarm triggered. Cleared.,21.7,101.325,1.002,v1.1
R13497,MET-127,2025-10-21 04:00,6.06,2874,11.41,scmh,C883," 12.9299 , 80.3418 ",NO,,Calibration check passed.,21.3,99.5,1.0,v1.0
R13492,met-146,2024-10-05 05:00,4.39,2239,3.44,Sm3/h,C786,"(13.115, 80.1497)",FALSE,MAINT,Odorant alarm triggered. Cleared.,15.5,101.0,1.0,v1.1
R13498,MET-135,07/24/2025 19:00,2.84,1303,-4.76,scmh,c771,"13.2363,80.3584",No,SHUTDOWN,Read manually. Meter OK.,16.8,100.0,1.0,v1.1
R13499,MET-107,14-06-2024 17:00,5.1,755,2.65,scmh,C757,"12.8732,80.1064",0,,Maintenance done by technician ID T608.,21.7,102.5,1.01,v1.1
R13500,Met-103,2025-06-25 22:00,5.65,1407,5.17,Sm3/h,C706,"13.1428,80.3815",NO,MAINT,Calibration check passed.,19.0,99.5,0.99,v1.2
R13501,MET-145 ,07-03-2025 19:00,0,,6.53,SCM/H,C895,"12.9535,80.413",NO,,Reverse flow detected briefly.,16.0,101.325,1.0,v1.0
R13494,MET-128,2025-10-11 12:00,4.56,1062,3.94,sm^3/h,C866,"13.0557,80.305",NO,,High consumption flagged for audit.,17.9,101.0,1.0,v1.1
R13502,met-115,2024-05-21 13:00,5.56,2493,8.94,S m^3/h,C851,"12.9227,80.3327",false,,"Leak near coords 13.0231,80.296. Reported.",16.5,101.325,0.995,v1.0
R13503,MET-136,2025-06-27 02:00,3.25,1226,4.69,sm^3/h,C701,"13.1734,80.2475",nO,,Maintenance done by technician ID T680.,21.3,101.325,1.0,v1.1
R13504,met-107,2024/10/22 19:00,2.85,1825,7.11,sm^3/h,C757,"12.8732,80.1064",false,,Customer C751 complained about billing.,18.4,101.325,1.0,v1.0
R13505, MET-136 ,03-04-2025 19:00,3.85,1349,4.74,SCM/H,C701,"13.1734,80.2475",False,MAINT,Inspection done. No issues.,20.5,102.5,0.998,v1.0
R13506,MET-135,2025-03-18 15:00,2.72,2398,8.87,scmh,C771,"13.2363,80.3584",N,,Customer C835 complained about billing.,25.8,103.0,1.0,v1.0
R13507,MET-108,2025/07/12 21:00,2.5,1542,5.77,SCMH,C735,"13.1965,80.3709",TRUE,,"Leak near coords 12.8527,80.3374. Reported.",20.7,100.0,1.0,v1.0
R13508,MET -124,2025-10-29 15:00,4.3,1829,6.88,S m^3/h,C706,"12.9965,80.0754",NO,,Customer called at +91-9817116-17116,18.2,100.0,1.0,v1.1
R13509,MET-132,2025-08-21 16:00,6.11,247,0.92,Sm^3/h,C756,"12.9182,80.3353",0,MAINT,Calibration check passed.,21.7,103.0,1.002,v1.1
R13510,MET -102,2026-01-29 20:00,2.55,"1,213",4.83,sm^3/h,c728,"13.2303,80.1585",n,,High consumption flagged for audit.,18.0,101.325,1.0,v1.0
R13511,met-129,2025-08-12 08:00,2.61,2992,11.51,SCMH,C879,"13.087,80.4049",False,,Inspection done. No issues.,21.7,101.325,1.0,v1.1
R13512,Met-110,2024-04-26 00:00,6.95,1150,4.08,scmh,C726,"13.1332,80.4448",N,,"Leak near coords 13.2257,80.3397. Reported.",23.9,102.5,1.0,v1.1
R13513,met-146,2025-04-25 07:00,5.97,979,3.91,sm^3/h,C786,"13.115,80.1497",NO,SHUTDOWN,Customer called at +91-9824669-24669,19.3,101.325,1.0,v1.2
R13514,met-133,2025-06-10T22:00:00Z,2.83,2188,8.29,SCMH,C814,"12.876,80.3543",0,,Calibration check passed.,24.4,100.0,0.99,v1.0
R13515,met-154,2024-08-07T14:00:00Z,5.88,343,1.26,Scmh,C767 ,"13.2079,80.3732",false,,Odorant alarm triggered. Cleared.,15.0,101.325,1.01,v1.1
R13516,MET-123,2024-05-19 19:00,4.05,1640,5.82,Sm3/h,C854," 12.9669 , 80.1824 ",No,SHUTDOWN,High consumption flagged for audit.,24.4,100.0,1.0,v1.1
R13517,MET-124,2024/02/20 20:00,4.5,1747,6.79,SCM/H,C706,"12.9965,80.0754",no,,Maintenance done by technician ID T484.,23.8,99.5,1.0,v1.1
R13518,met-145,2026-01-26 20:00,6.02,711,2.81,Scmh,C895,"12.9535,80.413",FALSE,,"Leak near coords 13.1364,80.4109. Reported.",22.7,101.325,1.01,v1.1
R13519,MET-114,2025-09-14 01:00,2.58,1565,5.55,Sm^3/h,C722,"12.9349,80.3762",false,,"Leak near coords 13.185,80.3505. Reported.",25.8,101.0,1.0,v1.1
R13520,MET112,05/06/2025 14:00,4.13,2448,8.99,scmh,C889,"22.7518,80.1295",n,,Calibration check passed.,14.3,101.325,1.005,v1.1
R13521,MET-156,2026-03-06,5.56,76,0.29,Sm3/h,c886,"(13.2187, 80.3986)",nO,,Customer called at +91-9851155-51155,25.0,101.325,1.0,v1.0
R13522,MET-103,2025-08-01 03:00,5.55,1903,7.293,Sm3/h,C706,"13.1428,80.3815",No,,Odorant alarm triggered. Cleared.,20.8,99.5,0.995,v1.2
R13523,MET-135,2025-11-18 23:00,5.82,2774,9.74,sm^3/h,C771,"80.3584,13.2363",false,,High consumption flagged for audit.,23.5,99.5,1.0,v1.1
R13524,met-132,2025-11-02 09:00,5.17,1095,3.95,scm/h,C756,"12.9182,80.3353",NO,,Calibration check passed.,24.9,101.325,1.01,v1.1
R13525,MET-155,10/25/2024 04:00,4.97,1905,3.31,scm/h,C711,"13.0892,80.3034",NO,SHUTDOWN,Inspection done. No issues.,25.9,101.325,1.01,v1.0
R13526,MET-153,23/03/2025,-4.25,4854,18.07,Sm3/h,C854,"13.2258,80.4219",no,,Night flow anomaly recorded.,18.6,103.0,0.995,v1.0
R13527,Met-151,16-06-2025 20:00,5.2,662,2.49,Sm^3/h,C791,"13.2378,80.1659",false,,Customer called at +91-9827258-27258,16.8,101.325,1.002,v1.0
R13522,MET-106,2024/03/20 02:00,6.83,934,3.74,Sm^3/h,C762,"12.9124,80.2671",0,,Read manually. Meter OK.,15.1,101.325,1.005,v1.2
R13528,met-130,2024-05-30 03:00,0,343,1.21,Sm3/h,C839,"12.8686,80.2389",False,,Email: user402@citygas.com flagged issue,25.8,101.325,1.0,v1.0
R13529,MET-141,2025-11-01 08:00,5.65,4744,16.92,Scmh,C787,"12.8988,80.0626",No,,Customer C832 complained about billing.,18.9,100.0,1.0,v1.0
R13530,MET-140,2024-04-26 22:00,5.55,1477,5.55,scmh,C808,"(13.0261, 80.0932)",NO,,Odorant alarm triggered. Cleared.,24.7,101.325,1.0,v1.1
R13531,MET-135,17-11-2024 23:00,3.68,"2,201",8.17,scmh,C771,"13.2363,80.3584",false,,Customer C797 complained about billing.,18.9,103.0,1.0,v1.2
R13532,MET-103,2026/03/10 24:05,6.8,2093,7.89,sm^3/h,c706,"13.1428,80.3815",No,,Odorant alarm triggered. Cleared.,14.5,101.325,1.01,v1.1
R13533,MET-126,2024-09-17 21:00,4.67,2508,9.63,Sm^3/h,C750,"13.1641,80.1801",false,,Read manually. Meter OK.,22.7,101.325,1.002,v1.0
R13534,met-148,2024-11-27 19:00,6.74,4500,-17.45,Sm^3/h,C723," 13.058 , 80.3522 ",False,,Customer called at +91-9812814-12814,25.1,102.5,1.0,v1.1
