Reading_ID,Meter_ID,TS,Pressure,Flow,Energy,Unit,Customer_ID,Leak_Flag,Maintenance_Flag,Notes_Comments,Base_Temp_C,Base_Pressure_kPa,Cal_Coefficient,Cal_Version,Latitude,Longitude,Flow_Outlier,Pressure_Outlier,Customer_Type,Join_Date,Is_Active,NTP_Offset_Sec,Asset_Valid,Negative_Flow,Negative_Energy,Direction_Flag,Flow_calibrated,Energy_calibrated,Is_Billable,Flow_std,Flow_same,Pressure_same,Energy_same,Sensor_Stuck,Sensor_Reliable,Meter_Capacity_SCMH,Capacity_Exceeded,Reading_Plausible,Pressure_Direction_Flag,Pressure_Imputed,DMA_Zone,Cal_Verified,Pressure_Violation,Month,Hour,Date,Season,Zone,CustomerType_Code,Season_Code,Zone_Code,Hour_bucket,Pressure_Drop,Flow_Change,Pressure_Drop_Flag,Leak_Alarm,Flow_Anomaly_Int,Leak_Propensity_Score,High_Leak_Risk,Energy_MMBtu,Peak_Window,Read_Success,Estimated_Read,Night_Flow_Anomaly,Reverse_Flow_Flag,Flow_Anomaly_Flag,outage_flag,prev_flag,event_type,Outage_Type,AMI_Reading,Billed_Reading,Billing_Gap,Billing_Discrepancy,Flow_Predicted,Segment,Pipe_Material,Time_Since_Last_Read_Hr,Read_SLA_Breach,Repair_SLA_Breach,CO2_kg,CO2_Tonnes
R14733,MET-140,2025-08-28 00:00:00,3.59,1573.0,5.69,SCMH,C808,Unknown,NORMAL,Calibration check passed.,21.2,101.325,0.995,v1.0,13.0261,80.0932,False,False,commercial,2024-01-04,True,0,True,False,False,Forward,1565.135,5.662,True,1532.168,False,False,False,False,True,100,True,False,Forward,True,DMA-C,True,False,8,0,2025-08-28,Monsoon,Zone_B,1,2,1,2025-08-28 00:00:00,0.0,-991.865,False,0,0,0.0,False,56.3715,False,True,False,True,False,True,1,1.0,,Pressure Drop,5.662,5.486,0.176,False,1549.44,Mid_Consumption,MDPE,235.08333333333334,True,False,2991.636,2.991636
R13930,MET-140,2025-09-06 20:00:00,6.0,1723.0,6.07,SCMH,C808,No,MAINTENANCE,"Leak near coords 12.9076,80.3264. Reported.",17.0,100.0,1.005,v1.0,13.0261,80.0932,False,False,commercial,2024-01-04,True,0,True,False,False,Forward,1731.615,6.1,False,1697.191,False,False,False,False,True,100,True,False,Forward,False,DMA-C,True,True,9,20,2025-09-06,PostMonsoon,Zone_B,1,3,1,2025-09-06 20:00:00,2.41,166.48000000000002,False,0,0,0.0,False,62.3677,False,False,True,False,False,False,1,1.0,,Scheduled Maintenance,6.1,5.814,0.286,False,1652.43,Mid_Consumption,MDPE,236.0,True,True,3309.854,3.309854
R14588,MET-140,2025-09-29 20:00:00,5.29,436.0,1.56,SCMH,C808,Unknown,NORMAL,Calibration check passed.,16.8,101.0,1.0,v1.2,13.0261,80.0932,False,False,commercial,2024-01-04,True,0,True,False,False,Forward,436.0,1.56,True,431.904,False,False,False,False,True,100,True,False,Forward,False,DMA-C,False,True,9,20,2025-09-29,PostMonsoon,Zone_B,1,3,1,2025-09-29 20:00:00,-0.71,-1295.615,True,0,0,0.5,True,15.7034,False,True,False,False,False,False,0,1.0,OUTAGE_END,Unknown,1.56,1.508,0.052,False,430.57,Mid_Consumption,MDPE,552.0,True,False,833.379,0.833379
R10932,MET-140,2025-10-15 18:00:00,2.94,1053.0,4.05,SCMH,C808,No,NORMAL,Customer C820 complained about billing.,18.6,103.0,1.0,v1.0,13.0261,80.0932,False,False,commercial,2024-01-04,True,0,True,False,False,Forward,1053.0,4.05,True,1057.199,False,False,False,False,True,100,True,False,Forward,False,DMA-C,False,False,10,18,2025-10-15,PostMonsoon,Zone_B,1,3,1,2025-10-15 18:00:00,-2.35,617.0,True,0,0,0.5,True,37.9259,False,True,False,False,False,False,1,0.0,OUTAGE_START,Pressure Drop,4.05,3.95,0.1,False,1107.11,Mid_Consumption,MDPE,382.0,True,False,2012.728,2.012728
R11077,MET-140,2025-10-21 07:00:00,5.46,2150.0,8.18,SCMH,C808,Unknown,NORMAL,,18.4,101.325,0.99,v1.2,13.0261,80.0932,False,False,commercial,2024-01-04,True,0,True,False,False,Forward,2128.5,8.098,True,2103.678,False,False,False,False,True,100,True,False,Forward,False,DMA-C,True,True,10,7,2025-10-21,PostMonsoon,Zone_B,1,3,1,2025-10-21 07:00:00,2.52,1075.5,False,0,0,0.0,False,76.6623,False,True,False,False,False,False,0,1.0,OUTAGE_END,Unknown,8.098,7.759,0.339,False,2148.02,Mid_Consumption,MDPE,133.0,True,False,4068.468,4.068468
R13212,MET-140,2025-11-04 22:00:00,5.46,3409.0,12.75,SCMH,C808,No,MAINTENANCE,High consumption flagged for audit.,22.3,101.325,1.005,v1.1,13.0261,80.0932,False,False,commercial,2024-01-04,True,0,True,False,False,Forward,3426.045,12.814,False,3341.394,False,False,False,False,True,100,True,False,Forward,True,DMA-C,True,True,11,22,2025-11-04,PostMonsoon,Zone_B,1,3,1,2025-11-04 22:00:00,0.0,1297.545,False,0,0,0.0,False,123.396,False,False,True,False,False,False,1,0.0,OUTAGE_START,Scheduled Maintenance,12.814,12.595,0.219,False,3469.78,Mid_Consumption,MDPE,351.0,True,True,6548.626,6.548626
R13070,MET-140,2025-11-16 15:50:00,4.55,879.0,3.48,SCMH,C808,No,NORMAL,Customer C752 complained about billing.,23.9,102.5,1.005,v1.1,13.0261,80.0932,False,False,commercial,2024-01-04,True,-600,True,False,False,Forward,883.395,3.497,True,866.865,False,False,False,False,True,100,True,False,Forward,False,DMA-C,True,True,11,15,2025-11-16,PostMonsoon,Zone_B,1,3,1,2025-11-16 15:00:00,-0.9100000000000001,-2542.65,True,0,0,0.5,True,31.8173,False,True,False,False,False,False,1,1.0,,Pressure Drop,3.497,3.497,0.0,False,964.52,Mid_Consumption,MDPE,281.8333333333333,True,False,1688.544,1.688544
R15017,MET-140,2025-12-03 17:00:00,6.02,2942.0,10.79,SCMH,C808,No,NORMAL,Night flow anomaly recorded.,16.0,100.0,1.0,v1.0,13.0261,80.0932,False,False,commercial,2024-01-04,True,0,True,False,False,Forward,2942.0,10.79,True,2893.487,False,False,False,False,True,100,True,False,Forward,False,DMA-C,False,True,12,17,2025-12-03,Winter,Zone_B,1,0,1,2025-12-03 17:00:00,1.4699999999999998,2058.605,False,0,0,0.0,False,105.9621,False,True,False,False,False,False,0,1.0,OUTAGE_END,Unknown,10.79,10.494,0.296,False,2885.53,Mid_Consumption,MDPE,409.1666666666667,True,False,5623.409,5.623409
R14866,MET-140,2025-12-11 04:00:00,5.14,3952.0,14.14,SCMH,C808,Unknown,NORMAL,Customer called at [MISC. PHONE REDACTED],24.3,99.5,1.0,v1.1,13.0261,80.0932,False,True,commercial,2024-01-04,True,0,True,False,False,Forward,3952.0,14.14,True,3759.482,False,False,False,False,True,100,True,False,Reverse,False,DMA-C,False,True,12,4,2025-12-11,Winter,Zone_B,1,0,1,2025-12-11 04:00:00,-0.8799999999999999,1010.0,True,0,0,0.5,True,142.3394,False,True,False,True,False,True,0,0.0,,Unknown,14.14,13.684,0.456,False,3767.02,Mid_Consumption,MDPE,179.0,True,False,7553.952,7.553952
R9099,MET-140,2025-12-29 09:00:00,2.92,1431.0,5.43,SCMH,C808,No,NORMAL,Pressure drop observed at peak hours.,24.2,101.0,1.0,v1.1,13.0261,80.0932,False,False,commercial,2024-01-04,True,0,True,False,False,Forward,1431.0,5.43,True,1382.277,False,False,False,False,True,100,True,False,Forward,False,DMA-C,False,False,12,9,2025-12-29,Winter,Zone_B,1,0,1,2025-12-29 09:00:00,-2.2199999999999998,-2521.0,True,0,0,0.5,True,51.5404,False,True,False,False,False,False,1,0.0,OUTAGE_START,Pressure Drop,5.43,5.267,0.163,False,1449.56,Mid_Consumption,MDPE,437.0,True,False,2735.249,2.735249
R10579,MET-140,2026-01-06 02:00:00,5.29,5000.0,2.3,SCMH,C808,No,MAINTENANCE,Night flow anomaly recorded.,17.8,101.325,0.995,v1.0,13.0261,80.0932,False,False,commercial,2024-01-04,True,0,True,False,False,Forward,4975.0,2.288,False,4927.122,False,False,False,False,True,100,True,False,Forward,False,DMA-C,True,True,1,2,2026-01-06,Winter,Zone_B,1,0,1,2026-01-06 02:00:00,2.37,3544.0,False,0,0,0.0,False,179.1848,False,False,True,True,False,True,1,1.0,,Scheduled Maintenance,2.288,2.187,0.101,False,611.63,Mid_Consumption,MDPE,185.0,True,True,9509.337,9.509337
R11513,MET-140,2026-01-14 16:02:00,6.67,2735.0,10.85,SCMH,C808,No,MAINTENANCE,Contact: [MISC. PHONE REDACTED] for followup,17.0,102.5,1.0,v1.1,13.0261,80.0932,False,False,commercial,2024-01-04,True,120,True,False,False,Forward,2735.0,10.85,False,2747.645,False,False,False,False,True,100,True,False,Forward,False,DMA-C,False,True,1,16,2026-01-14,Winter,Zone_B,1,0,1,2026-01-14 16:00:00,1.38,-2240.0,False,0,0,0.0,False,98.5066,False,False,True,False,False,False,1,1.0,,Scheduled Maintenance,10.85,10.787,0.063,False,2794.43,Mid_Consumption,MDPE,206.03333333333333,True,True,5227.745,5.227745
R11587,MET-140,2026-01-15 00:00:00,6.67,3019.0,12.09,SCMH,C808,No,MAINTENANCE,High consumption flagged for audit.,14.9,99.5,1.002,v1.0,13.0261,80.0932,False,False,commercial,2024-01-04,True,0,True,False,False,Forward,3025.038,12.114,False,2971.584,False,False,False,False,True,100,True,False,Forward,True,DMA-C,True,True,1,0,2026-01-15,Winter,Zone_B,1,0,1,2026-01-15 00:00:00,0.0,290.038,False,0,0,0.0,False,108.9529,False,False,True,True,False,True,1,1.0,,Scheduled Maintenance,12.114,11.76,0.354,False,3109.68,Mid_Consumption,MDPE,7.966666666666667,True,True,5782.13,5.78213
R12129,MET-140,2026-02-05 20:00:00,5.3,3805.0,13.58,SCMH,C808,Unknown,NORMAL,Customer C795 complained about billing.,16.8,101.325,0.99,v1.1,13.0261,80.0932,False,False,commercial,2024-01-04,True,0,True,False,False,Forward,3766.95,13.444,True,3743.565,False,False,False,False,True,100,True,False,Forward,False,DMA-C,True,True,2,20,2026-02-05,Winter,Zone_B,1,0,1,2026-02-05 20:00:00,-1.37,741.9119999999998,True,0,0,0.5,True,135.6744,False,True,False,False,False,False,0,1.0,OUTAGE_END,Unknown,13.444,13.032,0.412,False,3699.13,Mid_Consumption,MDPE,524.0,True,False,7200.24,7.20024
R14265,MET-140,2026-02-25 20:00:00,5.67,2670.0,10.66,SCMH,C808,No,MAINTENANCE,Contact: [MISC. PHONE REDACTED] for followup,19.3,101.0,0.998,v1.2,13.0261,80.0932,False,False,commercial,2024-01-04,True,0,True,False,False,Forward,2664.66,10.639,False,2617.059,False,False,False,False,True,100,True,False,Forward,False,DMA-C,True,True,2,20,2026-02-25,Winter,Zone_B,1,0,1,2026-02-25 20:00:00,0.3700000000000001,-1102.29,False,0,0,0.0,False,95.9732,False,False,True,False,False,False,1,0.0,OUTAGE_START,Scheduled Maintenance,10.639,10.458,0.181,False,2777.76,Mid_Consumption,MDPE,480.0,True,True,5093.298,5.093298
R12172,MET-140,2026-03-06 09:00:00,4.74,3896.0,15.47,SCMH,C808,No,NORMAL,Customer called at [MISC. PHONE REDACTED],17.4,101.325,1.0,v1.0,13.0261,80.0932,False,False,commercial,2024-01-04,True,0,True,False,False,Forward,3896.0,15.47,True,3863.818,False,False,False,False,True,100,True,False,Forward,False,DMA-C,False,True,3,9,2026-03-06,Summer,Zone_B,1,1,1,2026-03-06 09:00:00,-0.9299999999999997,1231.3400000000001,True,0,0,0.5,True,140.3224,False,True,False,False,False,False,1,1.0,,Pressure Drop,15.47,15.038,0.432,False,4090.71,Mid_Consumption,MDPE,205.0,True,False,7446.91,7.44691
R13267,MET-140,2026-03-11 00:05:00,4.05,1384.0,4.95,SCMH,C808,No,NORMAL,Reverse flow detected briefly.,24.4,101.325,1.002,v1.1,13.0261,80.0932,False,False,commercial,2024-01-04,True,0,True,False,False,Forward,1386.768,4.96,True,1342.958,False,False,False,False,True,100,True,False,Forward,False,DMA-C,True,True,3,0,2026-03-11,Summer,Zone_B,1,1,1,2026-03-11 00:00:00,-0.6900000000000004,-2509.232,True,0,0,0.5,True,49.9473,False,True,False,True,False,True,1,1.0,,Pressure Drop,4.96,4.873,0.087,False,1331.62,Mid_Consumption,MDPE,111.08333333333333,True,False,2650.703,2.650703
R13924,MET-141,2024-01-20 13:00:00,3.11,880.0,3.48,SCMH,C787,Unknown,NORMAL,Night flow anomaly recorded.,23.9,103.0,1.01,v1.0,12.8988,80.0626,False,False,commercial,2024-01-20,False,0,True,False,False,Forward,888.8,3.515,True,876.423,False,False,False,False,True,100,True,False,Forward,False,DMA-C,True,False,1,13,2024-01-20,Winter,Zone_A,1,0,0,2024-01-20 13:00:00,0.0,0.0,False,0,0,0.0,False,32.012,False,True,False,False,False,False,1,0.0,OUTAGE_START,Pressure Drop,3.515,3.35,0.165,False,1000.78,High_Consumption,MDPE,,False,False,1698.877,1.698877
R14478,MET-141,2024-01-23 11:01:00,6.78,3197.0,12.49,SCMH,C787,No,NORMAL,,16.6,99.5,1.0,v1.0,12.8988,80.0626,False,False,commercial,2024-01-20,False,60,True,False,False,Forward,3197.0,12.49,True,3122.082,False,False,False,False,True,100,True,False,Forward,False,DMA-C,False,True,1,11,2024-01-23,Winter,Zone_A,1,0,0,2024-01-23 11:00:00,3.6700000000000004,2308.2,False,0,0,0.0,False,115.1465,False,True,False,False,False,False,0,1.0,OUTAGE_END,Unknown,12.49,12.374,0.116,False,3273.98,High_Consumption,MDPE,70.01666666666667,True,False,6110.825,6.110825
R9696,MET-141,2024-01-28 10:05:00,5.95,135.0,0.49,SCMH,C787,Unknown,SHUTDOWN,Email: [EMAIL REDACTED] flagged issue,20.7,101.325,0.99,v1.0,12.8988,80.0626,False,False,commercial,2024-01-20,False,300,True,False,False,Forward,133.65,0.485,False,131.058,False,False,False,False,True,100,True,False,Forward,False,DMA-C,True,True,1,10,2024-01-28,Winter,Zone_A,1,0,0,2024-01-28 10:00:00,-0.8300000000000001,-3063.35,True,0,0,0.5,True,4.8137,False,False,True,False,False,False,1,0.0,OUTAGE_START,Scheduled Maintenance,0.485,0.484,0.001,False,158.24,High_Consumption,MDPE,119.06666666666666,True,True,255.463,0.255463
R12005,MET-141,2024-01-28 11:00:00,2.79,2603.0,10.181,SCMH,C787,Unknown,NORMAL,Email: [EMAIL REDACTED] flagged issue,20.8,101.0,1.005,v1.0,12.8988,80.0626,False,False,commercial,2024-01-20,False,0,True,False,False,Forward,2616.015,10.232,True,2556.172,False,False,False,False,True,100,True,False,Forward,False,DMA-C,True,False,1,11,2024-01-28,Winter,Zone_A,1,0,0,2024-01-28 11:00:00,-3.16,2482.365,True,0,0,0.5,True,94.2211,False,True,False,False,False,False,1,1.0,,Pressure Drop,10.232,10.052,0.18,False,2748.96,High_Consumption,MDPE,0.9166666666666666,False,False,5000.314,5.000314
R9060,MET-141,2024-01-30 03:05:00,2.73,2782.0,10.06,SCMH,C787,No,MAINTENANCE,Pressure drop observed at peak hours.,22.5,101.325,1.005,v1.0,12.8988,80.0626,False,False,commercial,2024-01-20,False,300,True,False,False,Forward,2795.91,10.11,False,2724.984,False,False,False,False,True,100,True,False,Forward,False,DMA-C,True,False,1,3,2024-01-30,Winter,Zone_A,1,0,0,2024-01-30 03:00:00,-0.06000000000000005,179.89499999999998,False,0,0,0.0,False,100.7004,False,False,True,True,False,True,1,1.0,,Scheduled Maintenance,10.11,10.087,0.023,False,2716.2,High_Consumption,MDPE,40.083333333333336,True,True,5344.17,5.34417
R10363,MET-141,2024-02-09 08:00:00,3.14,1158.0,4.05,SCMH,C787,No,SHUTDOWN,"Leak near coords 13.2095,80.2678. Reported.",17.1,101.325,0.99,v1.1,12.8988,80.0626,False,False,commercial,2024-01-20,False,0,True,False,False,Forward,1146.42,4.01,False,1138.125,False,False,False,False,True,100,True,False,Forward,False,DMA-C,True,False,2,8,2024-02-09,Winter,Zone_A,1,0,0,2024-02-09 08:00:00,0.41000000000000014,-1649.4899999999998,False,0,0,0.0,False,41.2907,False,False,True,False,False,False,1,1.0,,Scheduled Maintenance,4.01,3.84,0.17,False,1055.47,High_Consumption,MDPE,244.91666666666666,True,True,2191.297,2.191297
R9638,MET-141,2024-02-10 05:00:00,6.66,2680.0,9.5,SCMH,C787,No,NORMAL,Email: [EMAIL REDACTED] flagged issue,15.8,101.325,1.01,v1.0,12.8988,80.0626,False,False,commercial,2024-01-20,False,0,True,False,False,Forward,2706.8,9.595,True,2699.306,False,False,False,False,True,100,True,False,Forward,False,DMA-C,True,True,2,5,2024-02-10,Winter,Zone_A,1,0,0,2024-02-10 05:00:00,3.52,1560.38,False,0,0,0.0,False,97.4909,False,True,False,True,False,True,0,1.0,OUTAGE_END,Unknown,9.595,9.344,0.251,False,2301.55,High_Consumption,MDPE,21.0,True,False,5173.842,5.173842
R11764,MET-141,2024-02-23 03:00:00,5.4,2696.0,10.16,SCMH,C787,No,NORMAL,Inspection done. No issues.,21.9,101.325,1.0,v1.1,12.8988,80.0626,False,False,commercial,2024-01-20,False,0,True,False,False,Forward,2696.0,10.16,True,2632.952,False,False,False,False,True,100,True,False,Forward,False,DMA-C,False,True,2,3,2024-02-23,Winter,Zone_A,1,0,0,2024-02-23 03:00:00,-1.2599999999999998,-10.800000000000182,True,0,0,0.5,True,97.102,False,True,False,True,False,True,0,0.0,,Unknown,10.16,9.958,0.202,False,2734.1,High_Consumption,MDPE,310.0,True,False,5153.203,5.153203
R10116,MET-141,2024-02-23 15:00:00,4.9,4088.0,16.29,SCMH,C787,No,NORMAL,Customer C818 complained about billing.,20.7,100.0,1.0,v1.0,12.8988,80.0626,False,False,commercial,2024-01-20,False,0,True,False,False,Forward,4088.0,16.29,True,3956.282,False,False,False,False,True,100,True,False,Forward,False,DMA-C,False,True,2,15,2024-02-23,Winter,Zone_A,1,0,0,2024-02-23 15:00:00,-0.5,1392.0,True,0,0,0.5,True,147.2377,False,True,False,False,False,False,1,0.0,OUTAGE_START,Pressure Drop,16.29,15.949,0.341,False,4197.47,High_Consumption,MDPE,12.0,True,False,7813.905,7.813905
R14104,MET-141,2024-02-24 14:00:00,4.9,1489.0,5.64,SCMH,C787,No,NORMAL,,18.4,101.325,0.998,v1.2,12.8988,80.0626,False,False,commercial,2024-01-20,False,0,True,False,False,Forward,1486.022,5.629,True,1468.692,False,False,False,False,True,100,True,False,Forward,True,DMA-C,True,True,2,14,2024-02-24,Winter,Zone_A,1,0,0,2024-02-24 14:00:00,0.0,-2601.978,False,0,0,0.0,False,53.5221,False,True,False,False,False,False,1,1.0,,Pressure Drop,5.629,5.461,0.168,False,1463.09,High_Consumption,MDPE,23.0,True,False,2840.418,2.840418
R10268,MET-141,2024-03-03 06:00:00,5.93,4953.0,18.48,SCMH,C787,No,NORMAL,Inspection done. No issues.,23.9,101.325,1.0,v1.2,12.8988,80.0626,False,False,commercial,2024-01-20,False,0,True,False,False,Forward,4953.0,18.48,True,4804.602,False,False,False,False,True,100,True,False,Forward,False,DMA-C,False,True,3,6,2024-03-03,Summer,Zone_A,1,1,0,2024-03-03 06:00:00,1.0299999999999994,3466.978,False,0,0,0.0,False,178.3924,False,True,False,False,False,False,0,1.0,OUTAGE_END,Unknown,18.48,17.868,0.612,False,4859.92,High_Consumption,MDPE,184.0,True,False,9467.285,9.467285
R9758,MET-141,2024-03-06 13:00:00,6.07,1542.0,5.39,SCMH,C787,No,NORMAL,Customer called at [MISC. PHONE REDACTED],25.5,101.325,1.0,v1.0,12.8988,80.0626,False,False,commercial,2024-01-20,False,0,True,False,False,Forward,1542.0,5.39,True,1487.786,False,False,False,False,True,100,True,False,Forward,False,DMA-C,False,True,3,13,2024-03-06,Summer,Zone_A,1,1,0,2024-03-06 13:00:00,0.14000000000000057,-3411.0,False,0,0,0.0,False,55.5383,False,True,False,False,False,False,0,0.0,,Unknown,5.39,5.155,0.235,False,1583.92,High_Consumption,MDPE,79.0,True,False,2947.418,2.947418
R9312,MET-141,2024-03-08 07:00:00,33.5,3650.0,13.49,SCMH,C787,No,SHUTDOWN,Maintenance done by technician ID [TECH-ID REDACTED].,23.8,103.0,1.0,v1.1,12.8988,80.0626,False,True,commercial,2024-01-20,False,0,True,False,False,Forward,3650.0,13.49,False,3600.384,False,False,False,False,True,100,True,False,Forward,False,DMA-C,False,True,3,7,2024-03-08,Summer,Zone_A,1,1,0,2024-03-08 07:00:00,27.43,2108.0,False,0,0,0.0,False,131.4622,False,False,True,False,False,False,1,0.0,OUTAGE_START,Scheduled Maintenance,13.49,13.08,0.41,False,3643.53,High_Consumption,MDPE,42.0,True,True,6976.699,6.976699
R14982,MET-141,2024-03-14 00:00:00,2.7,1505.0,5.57,SCMH,C787,No,NORMAL,Contact: [MISC. PHONE REDACTED] for followup,21.3,101.325,1.0,v1.0,12.8988,80.0626,False,False,commercial,2024-01-20,False,0,True,False,False,Forward,1505.0,5.57,True,1472.799,False,False,False,False,True,100,True,False,Forward,False,DMA-C,False,False,3,0,2024-03-14,Summer,Zone_A,1,1,0,2024-03-14 00:00:00,-30.8,-2145.0,True,0,0,0.5,True,54.2057,False,True,False,True,False,True,1,1.0,,Pressure Drop,5.57,5.337,0.233,False,1479.4,High_Consumption,MDPE,137.0,True,False,2876.696,2.876696
R13570,MET-141,2024-03-17 11:00:30,2.54,3565.0,12.5,SCMH,C787,Yes,NORMAL,Read manually. Meter OK.,25.0,101.325,1.0,v1.1,12.8988,80.0626,False,False,commercial,2024-01-20,False,30,True,False,False,Forward,3565.0,12.5,True,3445.429,False,False,False,False,True,100,True,False,Forward,False,DMA-C,False,False,3,11,2024-03-17,Summer,Zone_A,1,1,0,2024-03-17 11:00:00,-0.16000000000000014,2060.0,False,1,0,0.2,False,128.4008,False,True,False,False,False,False,1,1.0,,Leak Shutdown,12.5,12.334,0.166,False,3452.81,High_Consumption,MDPE,83.00833333333334,True,False,6814.23,6.81423
R9092,MET-141,2024-03-19 07:00:00,2.84,3565.0,12.42,SCMH,C787,No,NORMAL,Maintenance done by technician ID [TECH-ID REDACTED].,14.2,99.5,1.002,v1.0,12.8988,80.0626,False,False,commercial,2024-01-20,False,0,True,False,True,Forward,3572.13,12.445,True,3517.557,True,False,False,False,True,100,True,False,Forward,False,DMA-C,True,False,3,7,2024-03-19,Summer,Zone_A,1,1,0,2024-03-19 07:00:00,0.2999999999999998,7.130000000000109,False,0,0,0.0,False,128.6576,False,True,False,False,False,False,1,1.0,,Pressure Drop,12.445,11.953,0.492,False,3530.94,High_Consumption,MDPE,43.99166666666667,True,False,6827.859,6.827859
R9286,MET-141,2024-03-22 23:00:00,2.77,1310.0,5.05,SCMH,C787,No,NORMAL,,24.7,101.325,1.0,v1.0,12.8988,80.0626,False,False,commercial,2024-01-20,False,0,True,False,False,Forward,1310.0,5.05,True,1267.338,False,False,False,False,True,100,True,False,Forward,False,DMA-C,False,False,3,23,2024-03-22,Summer,Zone_A,1,1,0,2024-03-22 23:00:00,-0.06999999999999984,-2262.13,False,0,0,0.0,False,47.1823,False,True,False,False,False,False,1,1.0,,Pressure Drop,5.05,4.812,0.238,False,1306.78,High_Consumption,MDPE,88.0,True,False,2503.965,2.503965
R13080,MET-141,2024-03-29 23:00:00,2.69,2739.0,10.09,SCMH,C787,Unknown,NORMAL,High consumption flagged for audit.,14.2,101.325,1.0,v1.0,12.8988,80.0626,False,False,commercial,2024-01-20,False,0,True,False,False,Forward,2739.0,10.09,True,2746.626,False,False,False,False,True,100,True,False,Forward,False,DMA-C,False,False,3,23,2024-03-29,Summer,Zone_A,1,1,0,2024-03-29 23:00:00,-0.08000000000000007,1429.0,False,0,0,0.0,False,98.6507,False,True,False,False,False,False,1,1.0,,Pressure Drop,10.09,9.864,0.226,False,2790.5,High_Consumption,MDPE,168.0,True,False,5235.393,5.235393
R14177,MET-141,2024-04-03 18:00:00,6.55,1200.0,7.651,SCMH,C787,No,NORMAL,Email: [EMAIL REDACTED] flagged issue,21.2,99.5,0.995,v1.1,12.8988,80.0626,False,False,commercial,2024-01-20,False,0,True,False,False,Forward,1194.0,7.613,True,1147.798,False,False,False,False,True,100,True,False,Forward,False,DMA-C,True,True,4,18,2024-04-03,Summer,Zone_A,1,1,0,2024-04-03 18:00:00,3.86,-1545.0,False,0,0,0.0,False,43.0044,False,True,False,False,False,False,0,1.0,OUTAGE_END,Unknown,7.613,7.459,0.154,False,1642.91,High_Consumption,MDPE,115.0,True,False,2282.244,2.282244
R9166,MET-141,2024-04-06 21:59:00,4.88,148.0,0.59,SCMH,C787,No,NORMAL,Email: [EMAIL REDACTED] flagged issue,16.0,102.5,1.0,v1.2,12.8988,80.0626,False,False,commercial,2024-01-20,False,-60,True,False,False,Forward,148.0,0.59,True,149.198,False,False,False,False,True,100,True,False,Forward,False,DMA-C,False,True,4,21,2024-04-06,Summer,Zone_A,1,1,0,2024-04-06 21:00:00,-1.67,-1046.0,True,0,0,0.5,True,5.3305,False,True,False,False,False,False,1,0.0,OUTAGE_START,Pressure Drop,0.59,0.586,0.004,False,161.0,High_Consumption,MDPE,75.98333333333333,True,False,282.89,0.28289
R14159,MET-141,2024-04-08 21:00:00,5.28,911.0,3.53,SCMH,C787,No,NORMAL,Inspection done. No issues.,16.1,101.325,0.99,v1.1,12.8988,80.0626,False,False,commercial,2024-01-20,False,0,True,False,False,Forward,901.89,3.495,True,898.46,False,False,False,False,True,100,True,False,Forward,False,DMA-C,True,True,4,21,2024-04-08,Summer,Zone_A,1,1,0,2024-04-08 21:00:00,0.40000000000000036,753.89,False,0,0,0.0,False,32.4834,False,True,False,False,False,False,0,1.0,OUTAGE_END,Unknown,3.495,3.421,0.074,False,978.59,High_Consumption,MDPE,47.016666666666666,True,False,1723.894,1.723894
R14196,MET-141,2024-04-08 23:00:00,6.9,3002.0,10.92,SCMH,C787,No,NORMAL,Night flow anomaly recorded.,16.7,101.325,1.0,v1.1,12.8988,80.0626,False,False,commercial,2024-01-20,False,0,True,False,False,Forward,3002.0,10.92,True,2984.393,False,False,False,False,True,100,True,False,Forward,False,DMA-C,False,True,4,23,2024-04-08,Summer,Zone_A,1,1,0,2024-04-08 23:00:00,1.62,2100.11,False,0,0,0.0,False,108.1232,False,True,False,False,False,False,0,0.0,,Unknown,10.92,10.563,0.357,False,2897.47,High_Consumption,MDPE,2.0,False,False,5738.098,5.738098
R11071,MET-141,2024-04-11 23:01:00,5.95,1665.0,6.21,SCMH,C787,No,NORMAL,Night flow anomaly recorded.,22.2,100.0,0.998,v1.2,12.8988,80.0626,False,False,commercial,2024-01-20,False,60,True,False,False,Forward,1661.67,6.198,True,1599.963,False,False,False,False,True,100,True,False,Forward,False,DMA-C,True,True,4,23,2024-04-11,Summer,Zone_A,1,1,0,2024-04-11 23:00:00,-0.9500000000000002,-1340.33,True,0,0,0.5,True,59.8484,False,True,False,False,False,False,0,0.0,,Unknown,6.198,6.137,0.061,False,1679.47,High_Consumption,MDPE,72.01666666666667,True,False,3176.155,3.176155
R14610,MET-141,2024-04-22 12:00:00,4.51,4142.0,15.82,SCMH,C787,No,MAINTENANCE,Customer called at [MISC. PHONE REDACTED],16.5,99.5,1.0,v1.2,12.8988,80.0626,False,False,commercial,2024-01-20,False,0,True,False,False,Forward,4142.0,15.82,False,4046.333,False,False,False,False,True,100,True,False,Forward,False,DMA-C,False,True,4,12,2024-04-22,Summer,Zone_A,1,1,0,2024-04-22 12:00:00,-1.4400000000000004,2480.33,True,0,0,0.5,True,149.1826,False,False,True,False,False,False,1,0.0,OUTAGE_START,Scheduled Maintenance,15.82,15.456,0.364,False,4147.75,High_Consumption,MDPE,252.98333333333332,True,True,7917.121,7.917121
