Reading_ID,Meter_ID,TS,Pressure,Flow,Energy,Unit,Customer_ID,Leak_Flag,Maintenance_Flag,Notes_Comments,Base_Temp_C,Base_Pressure_kPa,Cal_Coefficient,Cal_Version,Latitude,Longitude
R14994,MET-119,2025-10-26 16:00:00,3.71,1220.0,4.28,SCMH,C723,n,,Email: user883@citygas.com flagged issue,20.2,101.325,1.0,v1.1,13.0228,80.1934
R15153,MET-116,2025-10-27 00:00:00,2.77,1376.0,5.47,SCMH,C808,No,,Email: user227@citygas.com flagged issue,20.3,101.0,1.002,v1.1,12.9234,80.3416
R9682,MET-134,2025-10-27 04:00:00,3.13,4531.0,16.8,SCMH,C850,Yes,MAINT,Email: user446@citygas.com flagged issue,21.8,103.0,0.995,v1.1,13.2296,
R10158,MET-142,2025-10-27 07:00:00,4.47,2393.0,8.43,SCMH,C771,N,,Customer C722 complained about billing.,24.1,101.325,0.99,v1.1,13.0481,80.3046
R11732,MET-135,2025-10-27 08:00:00,5.4,1153.0,4.39,SCMH,C771,No,,High consumption flagged for audit.,18.4,103.0,1.0,v1.0,13.2363,80.3584
R13479,MET-159,2025-10-27 23:00:00,3.14,4452.0,17.435,SCMH,C731,false,,Maintenance done by technician ID T590.,17.3,101.325,0.998,v1.0,12.8681,80.407
R12091,MET-139,2025-10-27 23:00:00,4.19,2131.0,2.01,SCMH,C878,False,,Maintenance done by technician ID T530.,21.8,103.0,1.005,v1.0,13.1237,80.0602
R14671,MET-109,2025-10-28 00:00:00,4.2,69.0,0.26,SCMH,C888,0,,Odorant alarm triggered. Cleared.,25.5,101.325,1.0,v1.0,13.0904,80.0798
R11286,MET-130,2025-10-28 00:00:00,3.27,-171.0,0.65,SCMH,C839,0,,Night flow anomaly recorded.,16.8,99.5,1.002,v1.2,12.8686,80.2389
R9602,MET-147,2025-10-28 01:00:00,4.45,1877.0,6.96,SCMH,C726,False,MAINT,"Leak near coords 12.944,80.1153. Reported.",21.3,102.5,0.995,v1.2,12.9747,80.2142
R13875,MET-136,2025-10-28 03:00:00,6.99,62.0,0.23,SCMH,C701,No,,Email: user136@citygas.com flagged issue,14.3,99.5,1.0,v1.0,13.1734,80.2475
R13319,MET-109,2025-10-28 07:00:00,4.36,79.0,0.28,SCMH,C888,FALSE,,Contact: +91-7062649-62649 for followup,24.2,101.325,1.0,v1.1,13.0904,80.0798
R15063,MET-111,2025-10-28 08:00:00,4.73,1463000.0,5.22,SCMH,C873,Y,MAINT,High consumption flagged for audit.,19.7,101.325,1.0,v1.1,12.8582,80.3589
R14229,MET-151,2025-10-28 11:00:00,6.51,1182.0,4.72,SCMH,C791,0,MAINT,Pressure drop observed at peak hours.,19.0,103.0,0.998,v1.1,13.2378,80.1659
R9795,MET-153,2025-10-28 13:00:00,3.64,135.0,0.52,SCMH,C854,FALSE,,Night flow anomaly recorded.,22.1,101.325,1.005,v1.0,13.2258,80.4219
R9289,MET-112,2025-10-28 15:00:00,6.22,4770.0,18.69,SCMH,C889,0,,Read manually. Meter OK.,21.4,101.325,0.998,v1.0,13.238,80.1295
R9706,MET-123,2025-10-28 16:00:00,5.51,1251.0,4.38,SCMH,C854,NO,,Calibration check passed.,22.5,103.0,1.0,v1.1,80.1824,12.9669
R12305,MET-147,2025-10-28 18:00:00,3.62,565.0,2.18,SCMH,C726,N,,Pressure drop observed at peak hours.,20.7,101.325,0.99,v1.0,12.9747,80.2142
R12231,MET-115,2025-10-29 00:00:00,2.54,2251.0,8.87,SCMH,C851,FALSE,,Night flow anomaly recorded.,21.8,101.325,1.0,v1.2,12.9227,80.3327
R13175,MET-130,2025-10-29 02:00:00,5.97,1222.0,4.83,SCMH,C839,0,,Email: user204@citygas.com flagged issue,16.3,101.325,1.0,v1.1,12.8686,80.2389
R11257,MET-129,2025-10-29 09:00:00,4.88,503.0,1.91,SCMH,C879,0,,Maintenance done by technician ID T765.,19.5,99.5,1.0,v1.0,13.087,80.4049
R14026,MET-126,2025-10-29 11:00:00,3.02,1980.0,7.52,SCMH,C750,No,,High consumption flagged for audit.,21.4,103.0,1.0,v1.2,13.1641,80.1801
R13508,MET-124,2025-10-29 15:00:00,4.3,1829.0,6.88,SCMH,C706,NO,,Customer called at +91-9817116-17116,18.2,100.0,1.0,v1.1,12.9965,80.0754
R9481,MET-157,2025-10-29 15:00:00,3.44,216.0,0.84,SCMH,C817,nO,,,15.5,100.0,1.0,v1.0,12.8854,80.3715
R11328,MET-136,2025-10-29 22:00:00,4.23,242.0,0.96,SCMH,C701,no,,Pressure drop observed at peak hours.,23.0,102.5,1.005,v1.0,13.1734,80.2475
R11975,MET-119,2025-10-30 00:00:00,3.63,,6.41,SCMH,C723,No,,Read manually. Meter OK.,21.5,101.325,1.002,v1.0,13.0228,80.1934
R14680,MET-144,2025-10-30 02:00:00,3.61,2016.0,7.29,SCMH,C755,n,,Customer C745 complained about billing.,22.0,101.325,0.995,v1.2,13.2137,80.2534
R11172,MET-160,2025-10-30 04:00:00,4.51,526.0,2.05,SCMH,C796,false,MAINT,Inspection done. No issues.,14.9,101.325,1.0,v1.1,12.9801,80.2657
R14406,MET-131,2025-10-30 05:00:00,3.38,1568.0,5.75,SCMH,C807,no,,Customer C873 complained about billing.,20.5,99.5,1.0,v1.0,13.093,80.0978
R14175,MET-135,2025-10-30 07:00:00,5.61,1075.0,,SCMH,C771,N,,Inspection done. No issues.,22.8,101.0,1.0,v1.0,13.2363,80.3584
R9449,MET-129,2025-10-30 09:00:00,5.79,1757.0,6.89,SCMH,C879,NO,MAINT,Email: user434@citygas.com flagged issue,25.2,101.325,1.0,v1.1,13.087,80.4049
R15180,MET-105,2025-10-30 16:00:00,3.65,,2.02,SCMH,C770,FALSE,,Calibration check passed.,19.9,101.325,1.0,v1.1,12.9124,80.1624
R11118,MET-131,2025-10-30 17:00:00,6.1,1754.0,6.12,SCMH,C807 ,False,,,18.1,102.5,1.002,v1.0,13.093,
R9679,MET-156,2025-10-30 18:00:00,51.7,221.0,0.79,SCMH,C886,FALSE,,Email: user369@citygas.com flagged issue,14.8,101.325,1.0,v1.0,13.2187,80.3986
R12674,MET-117,2025-10-31 00:00:00,5.54,559.0,2.22,SCMH,C708,nO,,,20.8,102.5,1.0,v1.1,12.9717,80.3585
R11498,MET-123,2025-10-31 03:00:00,2.69,398.0,1.47,SCMH,C854,false,MAINT,Reverse flow detected briefly.,16.2,101.325,1.0,v1.0,12.9669,80.1824
R12998,MET-104,2025-10-31 05:00:00,6.14,669.0,2.53,SCMH,C889,0,,"Leak near coords 13.0477,80.0696. Reported.",17.1,101.325,1.002,v1.0,13.0895,80.1927
R12705,MET-125,2025-10-31 06:00:00,6.93,4433.0,16.6,SCMH,C843,N,,Customer called at +91-9857026-57026,20.9,101.325,1.0,v1.0,13.0324,80.1744
R12405,MET-107,2025-10-31 06:00:00,3.26,1577.0,5.72,SCMH,C757,no,,Customer C764 complained about billing.,23.3,103.0,0.998,v1.1,12.8732,80.1064
R13231,MET-128,2025-10-31 09:00:00,5.62,541.0,2.0,SCMH,c866,0,,Email: user531@citygas.com flagged issue,16.7,101.325,1.0,v1.0,13.0557,
R13208,MET-130,2025-10-31 11:00:00,6.03,396.0,1.5,SCMH,C839,False,,Maintenance done by technician ID T229.,18.2,101.0,1.01,v1.0,12.8686,80.2389
R12975,MET-117,2025-10-31 13:00:00,3.57,348.0,,SCMH,C708,no,,Reverse flow detected briefly.,19.5,100.0,1.005,v1.0,21.9644,80.3585
R11234,MET-115,2025-10-31 18:00:00,4.13,1463.0,5.59,SCMH,C851,No,,"Leak near coords 12.9511,80.216. Reported.",23.9,103.0,0.995,v1.1,12.9227,80.3327
R10346,MET-120,2025-11-01 00:00:00,3.66,3126.0,10.58,SCMH,C755,No,MAINT,Maintenance done by technician ID T547.,25.4,103.0,1.0,v1.0,12.9665,
R11589,MET-101,2025-11-01 03:00:00,3.39,506.0,1.86,SCMH,C863,1,,High consumption flagged for audit.,19.8,101.325,1.0,v1.0,12.9998,80.2055
R13529,MET-141,2025-11-01 08:00:00,5.65,4744.0,16.92,SCMH,C787,No,,Customer C832 complained about billing.,18.9,100.0,1.0,v1.0,12.8988,80.0626
R13611,MET-119,2025-11-01 12:00:00,,1243.0,4.97,SCMH,C723,0,MAINT,Contact: +91-7049912-49912 for followup,25.3,102.5,0.99,v1.0,13.0228,80.1934
R9853,MET-134,2025-11-01 12:00:00,3.28,-3750.0,13.66,SCMH,c850,0,,Contact: +91-7022141-22141 for followup,25.1,101.325,0.995,v1.0,13.2296,80.2745
R12929,MET-146,2025-11-01 15:00:00,5.79,1052.0,4.18,SCMH,C786,n,,Odorant alarm triggered. Cleared.,22.1,101.0,1.0,v1.0,13.115,80.1497
R11713,MET-159,2025-11-01 19:00:00,3.18,4891.0,18.13,SCMH,C731,False,,Night flow anomaly recorded.,25.6,101.325,1.0,v1.0,12.8681,80.407
R10945,MET-151,2025-11-01 21:00:00,,-443.0,1.59,SCMH,C791,FALSE,SHUTDOWN,Pressure drop observed at peak hours.,22.1,102.5,1.0,v1.0,13.2378,80.1659
R11667,MET-118,2025-11-02 01:00:00,3.42,2214.0,7.88,SCMH,C707,FALSE,,Odorant alarm triggered. Cleared.,19.6,101.325,1.0,v1.0,13.0599,80.0796
R14102,MET-157,2025-11-02 04:00:00,3.0,1034.0,4.06,SCMH,C817,No,,Reverse flow detected briefly.,15.6,99.5,0.995,v1.0,12.8854,80.3715
R13524,MET-132,2025-11-02 09:00:00,5.17,1095.0,3.95,SCMH,C756,NO,,Calibration check passed.,24.9,101.325,1.01,v1.1,12.9182,80.3353
R10352,MET-104,2025-11-02 14:00:00,6.2,55.0,0.19,SCMH,C889,yes,,Contact: +91-7032731-32731 for followup,20.1,101.0,1.005,v1.0,13.0895,80.1927
R14364,MET-110,2025-11-02 14:00:00,6.47,1509.0,5.66,SCMH,C726,No,,Calibration check passed.,14.6,103.0,1.0,v1.2,13.1332,80.4448
R10820,MET-157,2025-11-02 19:00:00,2.8,897.0,3.43,SCMH,C817,0,MAINT,Contact: +91-7066478-66478 for followup,16.7,101.325,1.0,v1.0,12.8854,80.3715
R12997,MET-159,2025-11-02 19:00:00,3.17,,17.65,SCMH,c731,n,MAINT,Night flow anomaly recorded.,18.6,101.325,1.0,v1.1,12.8681,80.407
R12463,MET-117,2025-11-02 22:00:00,6.43,949.0,3.77,SCMH,C708,False,,Inspection done. No issues.,19.5,101.0,1.01,v1.0,12.9717,80.3585
R13102,MET-122,2025-11-03 05:00:00,6.84,133.0,0.49,SCMH,C829,no,MAINT,Email: user793@citygas.com flagged issue,25.2,101.325,1.0,v1.1,21.7383,80.2993
R12669,MET-135,2025-11-03 05:00:00,6.41,1354.0,4.952,SCMH,C771,nO,MAINT,Inspection done. No issues.,20.2,99.5,1.0,v1.0,13.2363,80.3584
R10880,MET-109,2025-11-03 12:00:00,4.46,494.0,1.98,SCMH,C888,n,,Pressure drop observed at peak hours.,20.6,101.0,1.01,v1.1,13.0904,
R12881,MET-160,2025-11-03 20:00:00,6.64,,3.4,SCMH,c796,False,,Night flow anomaly recorded.,22.6,101.325,1.0,v1.0,12.9801,80.2657
R13890,MET-108,2025-11-03 23:00:00,3.37,2600.0,9.58,SCMH,C735,No,,,24.2,102.5,1.0,v1.1,13.1965,80.3709
R10257,MET-146,2025-11-04 04:00:00,5.98,1169.0,4.42,SCMH,C786,FALSE,SHUTDOWN,Email: user822@citygas.com flagged issue,21.1,101.325,1.002,v1.2,13.115,80.1497
R13040,MET-144,2025-11-04 05:00:00,2.87,331.0,1.23,SCMH,C755,FALSE,MAINT,Reverse flow detected briefly.,17.2,102.5,1.002,v1.0,13.2137,80.2534
R13161,MET-143,2025-11-04 06:00:00,,1907.0,7.374,SCMH,C739,FALSE,,Maintenance done by technician ID T536.,24.3,100.0,1.01,v1.1,12.8638,80.1757
R13212,MET-140,2025-11-04 22:00:00,,3409.0,12.75,SCMH,C808,0,MAINT,High consumption flagged for audit.,22.3,101.325,1.005,v1.1,13.0261,80.0932
R12735,MET-108,2025-11-04 23:00:00,3.56,109.0,0.39,SCMH,C735,n,,Night flow anomaly recorded.,22.6,101.325,0.998,v1.0,13.1965,80.3709
R14339,MET-158,2025-11-05 07:00:00,5.14,1182.0,4.7,SCMH,C837,FALSE,MAINT,High consumption flagged for audit.,16.7,99.5,1.0,v1.0,12.9284,80.1246
R14442,MET-111,2025-11-05 07:00:00,5.81,932.0,3.71,SCMH,C873,no,MAINT,Customer called at +91-9838610-38610,25.4,100.0,1.01,v1.1,12.8582,80.3589
R9096,MET-116,2025-11-05 12:00:00,2.62,1184.0,4.49,SCMH,C808,n,,Reverse flow detected briefly.,14.1,101.325,0.995,v1.1,12.9234,80.3416
R15075,MET-107,2025-11-05 14:00:00,6.03,1376.0,5.45,SCMH,C757,0,,High consumption flagged for audit.,21.3,101.325,0.998,v1.2,12.8732,80.1064
R11875,MET-124,2025-11-05 14:00:00,4.95,979.0,3.48,SCMH,C706,no,MAINT,"Leak near coords 13.1905,80.1033. Reported.",20.6,101.325,1.0,v1.0,12.9965,80.0754
R12424,MET-110,2025-11-05 17:00:00,56.3,1643000.0,6.09,SCMH,C726,YEs,,Customer C818 complained about billing.,24.8,101.325,1.0,v1.1,13.1332,80.4448
R12442,MET-112,2025-11-05 19:00:00,4.72,238.0,0.84,SCMH,CID-889,False,,Read manually. Meter OK.,15.0,101.0,0.998,v1.1,13.238,80.1295
R11342,MET-114,2025-11-05 22:00:00,4.69,3511.0,12.5,SCMH,C722,n,,Maintenance done by technician ID T386.,14.5,102.5,1.01,v1.2,12.9349,80.3762
R13750,MET-146,2025-11-05 22:00:00,4.9,1826.0,6.44,SCMH,c786,NO,,Customer called at +91-9841655-41655,18.6,101.325,0.998,v1.0,13.115,80.1497
R11931,MET-117,2025-11-06 04:00:00,4.05,2926.0,11.39,SCMH,C708,n,,Maintenance done by technician ID T941.,18.8,100.0,1.005,v1.0,12.9717,80.3585
R11556,MET-132,2025-11-06 08:00:00,5.49,383.0,1.48,SCMH,C756,nO,SHUTDOWN,Odorant alarm triggered. Cleared.,18.1,100.0,1.005,v1.1,12.9182,80.3353
R14120,MET-145,2025-11-06 10:00:00,6.94,1004.0,3.77,SCMH,C895,False,,Email: user172@citygas.com flagged issue,22.6,103.0,1.0,v1.2,12.9535,80.413
R9645,MET-114,2025-11-06 17:00:00,5.67,2974.0,11.77,SCMH,C722,FALSE,MAINT,Night flow anomaly recorded.,22.1,101.325,0.995,v1.0,12.9349,80.3762
R13615,MET-113,2025-11-06 18:00:00,3.2,2407.0,8.83,SCMH,CID-839,No,,Customer C869 complained about billing.,20.4,101.0,0.998,v1.2,13.183,80.0522
R9783,MET-160,2025-11-06 19:00:00,5.78,729.0,2.58,SCMH,CID-796,nO,,Contact: +91-7027620-27620 for followup,16.1,103.0,0.998,v1.1,12.9801,80.2657
R13856,MET-118,2025-11-07 01:00:00,5.82,3389.0,10.43,SCMH,C707,False,,Read manually. Meter OK.,21.3,99.5,1.005,v1.1,13.0599,80.0796
R10918,MET-119,2025-11-07 08:00:00,3.13,,4.96,SCMH,C723,0,,Read manually. Meter OK.,21.7,101.325,1.0,v1.0,13.0228,80.1934
R13081,MET-135,2025-11-07 10:00:00,5.66,457.0,1.67,SCMH,C771,False,MAINT,Contact: +91-7076718-76718 for followup,25.7,101.0,1.005,v1.0,13.2363,80.3584
R12978,MET-104,2025-11-07 20:00:00,3.63,1593.0,5.68,SCMH,C889,0,,Night flow anomaly recorded.,21.4,101.0,1.002,v1.0,13.0895,80.1927
R10996,MET-121,2025-11-07 21:00:00,4.76,155.0,0.62,SCMH,C759,False,SHUTDOWN,Maintenance done by technician ID T356.,17.5,103.0,1.0,v1.0,13.0947,80.3952
R11987,MET-124,2025-11-07 21:00:00,5.29,1155.0,4.6,SCMH,C706,nO,,Customer called at +91-9855166-55166,17.4,99.5,1.0,v1.1,12.9965,
R11020,MET-155,2025-11-07 21:00:00,6.03,223.0,0.81,SCMH,C711,NO,,Odorant alarm triggered. Cleared.,23.8,101.325,1.0,v1.0,13.0892,80.3034
R9392,MET-109,2025-11-07 22:00:00,5.93,1493.0,5.43,SCMH,C888,No,,Maintenance done by technician ID T970.,24.0,101.325,0.99,v1.1,13.0904,80.0798
R10777,MET-101,2025-11-07 23:00:00,3.76,266.0,1.03,SCMH,C863,nO,,Customer called at +91-9891435-91435,23.9,101.325,1.0,v1.0,12.9998,80.2055
R15126,MET-149,2025-11-08 02:00:00,4.94,462.0,1.64,SCMH,C797,n,MAINT,Inspection done. No issues.,17.7,101.325,0.998,v1.1,22.6229,80.1415
R14281,MET-139,2025-11-08 03:00:00,4.44,411.0,1.62,SCMH,C878,N,,Maintenance done by technician ID T814.,20.7,101.325,1.0,v1.0,13.1237,80.0602
R11754,MET-103,2025-11-08 04:00:00,4.83,1897.0,7.48,SCMH,C706,n,,Customer called at +91-9834686-34686,16.7,99.5,0.99,v1.0,13.1428,80.3815
R13096,MET-145,2025-11-08 09:00:00,4.6,1451.0,5.31,SCMH,C895,False,,Calibration check passed.,20.7,101.325,1.0,v1.0,12.9535,80.413
R14992,MET-158,2025-11-08 10:00:00,4.31,1350.0,5.34,SCMH,C837,NO,,Email: user112@citygas.com flagged issue,25.9,101.325,1.01,v1.1,12.9284,80.1246
R12046,MET-117,2025-11-08 19:00:00,3.72,489.0,1.87,SCMH,C708,NO,MAINT,Calibration check passed.,16.1,101.325,1.005,v1.0,12.9717,80.3585
R11237,MET-129,2025-11-09 02:00:00,4.36,2402.0,8.49,SCMH,C879,No,,Pressure drop observed at peak hours.,20.6,101.325,1.005,v1.0,13.087,80.4049
R9667,MET-118,2025-11-09 03:00:00,5.34,2150.0,8.26,SCMH,C707,False,,Night flow anomaly recorded.,24.8,103.0,0.995,v1.0,13.0599,80.0796
R14896,MET-117,2025-11-09 05:00:00,6.25,643000.0,2.37,SCMH,C708,nO,,Customer called at +91-9859062-59062,26.0,101.325,1.005,v1.0,12.9717,80.3585
R15182,MET-128,2025-11-09 15:00:00,3.24,80.0,0.3,SCMH,C866,No,MAINT,Customer C752 complained about billing.,14.4,102.5,1.0,v1.1,13.0557,80.305
R9951,MET-131,2025-11-10 01:00:00,3.69,630.0,2.47,SCMH,c807,false,,Pressure drop observed at peak hours.,23.0,101.325,1.0,v1.0,13.093,80.0978
R12397,MET-149,2025-11-10 06:00:00,4.66,1631.0,6.02,SCMH,c797,yes,,Email: user124@citygas.com flagged issue,14.3,103.0,0.995,v1.0,13.0687,80.1415
R12014,MET-129,2025-11-10 13:00:00,6.74,,11.42,SCMH,C879,NO,,Customer called at +91-9862414-62414,24.8,101.325,1.0,v1.1,13.087,80.4049
R10251,MET-101,2025-11-10 14:00:00,5.81,941.0,3.65,SCMH,C863,0,,Calibration check passed.,14.7,101.325,1.0,v1.0,12.9998,80.2055
R12428,MET-139,2025-11-11 00:00:00,4.2,261.0,1.02,SCMH,C878,N,MAINT,Read manually. Meter OK.,14.2,101.325,1.01,v1.0,13.1237,80.0602
R11459,MET-142,2025-11-11 00:00:00,6.1,4976.0,19.28,SCMH,C771,N,,Pressure drop observed at peak hours.,25.6,101.325,1.0,v1.1,13.0481,80.3046
R12476,MET-126,2025-11-11 01:00:00,6.74,722.0,2.71,SCMH,C750,N,,Contact: +91-7057150-57150 for followup,24.0,101.0,1.0,v1.0,13.1641,80.1801
R13018,MET-103,2025-11-11 01:00:00,2.64,1059.0,3.95,SCMH,C706,false,SHUTDOWN,Inspection done. No issues.,20.8,101.325,1.0,v1.1,13.1428,80.3815
R10007,MET-137,2025-11-11 02:00:00,5.25,1534.0,-5.44,SCMH,C894,nO,,Customer called at +91-9850627-50627,14.3,101.325,1.0,v1.0,12.9718,80.2591
R13837,MET-104,2025-11-11 17:00:00,4.02,88.0,0.32,SCMH,C889,false,SHUTDOWN,,21.4,101.0,1.0,v1.0,23.0364,80.1927
R13262,MET-112,2025-11-11 19:00:00,3.11,5246.0,10.8,SCMH,C889,nO,,Night flow anomaly recorded.,14.7,99.5,0.995,v1.0,13.238,80.1295
R11497,MET-111,2025-11-11 19:00:00,6.0,,1.07,SCMH,C873,n,MAINT,Odorant alarm triggered. Cleared.,20.9,102.5,1.0,v1.1,12.8582,80.3589
R12271,MET-128,2025-11-11 23:00:00,5.03,878.0,,SCMH,C866,FALSE,SHUTDOWN,Customer called at +91-9853375-53375,15.5,102.5,1.0,v1.2,13.0557,80.305
R9327,MET-107,2025-11-12 00:00:00,5.95,1576.0,5.75,SCMH,C757,0,,"Leak near coords 13.001,80.175. Reported.",20.4,101.325,0.998,v1.0,80.1064,12.8732
R11548,MET-128,2025-11-12 03:00:00,5.62,1548.0,5.63,SCMH,C866,0,,Customer C754 complained about billing.,21.1,101.325,1.0,v1.1,13.0557,80.305
R11790,MET-117,2025-11-12 04:00:00,3.34,1350.0,4.96,SCMH,C708,N,,Night flow anomaly recorded.,14.7,101.325,1.0,v1.0,12.9717,80.3585
R11978,MET-145,2025-11-12 15:00:00,4.03,1129.0,4.07,SCMH,C895,FALSE,,Pressure drop observed at peak hours.,16.0,102.5,1.01,v1.1,12.9535,
R13457,MET-131,2025-11-12 15:00:00,6.62,691.0,2.68,SCMH,C807,No,SHUTDOWN,Calibration check passed.,25.7,102.5,1.0,v1.1,13.093,80.0978
R13306,MET-147,2025-11-12 23:00:00,5.48,1905.0,6.81,SCMH,C726,nO,,Night flow anomaly recorded.,18.1,101.0,1.01,v1.0,12.9747,80.2142
R12619,MET-160,2025-11-13 02:00:00,2.62,928.0,3.44,SCMH,C796,N,SHUTDOWN,Email: user224@citygas.com flagged issue,15.6,101.325,1.0,v1.0,12.9801,80.2657
R10791,MET-101,2025-11-13 06:00:00,4.74,1153.0,4.39,SCMH,C863,no,,Night flow anomaly recorded.,15.5,99.5,1.002,v1.2,12.9998,80.2055
R9850,MET-103,2025-11-13 15:00:00,3.94,177.0,0.64,SCMH,C706,false,,High consumption flagged for audit.,24.6,101.325,1.01,v1.1,13.1428,80.3815
R14722,MET-130,2025-11-13 16:00:00,2.79,105.0,0.39,SCMH,C839,nO,MAINT,Inspection done. No issues.,24.8,101.325,0.995,v1.0,12.8686,80.2389
R11078,MET-148,2025-11-13 22:00:00,6.7,4747.0,16.91,SCMH,C723 ,nO,,Customer C713 complained about billing.,19.6,101.325,1.0,v1.0,13.058,80.3522
R14705,MET-149,2025-11-14 01:00:00,2.77,2302.0,8.22,SCMH,C797,No,,Customer C745 complained about billing.,18.5,100.0,0.998,v1.0,13.0687,80.1415
R9688,MET-120,2025-11-14 04:00:00,5.92,-1036.0,3.92,SCMH,C755,false,SHUTDOWN,Contact: +91-7067798-67798 for followup,24.2,101.325,1.0,v1.0,12.9665,80.0963
R13736,MET-127,2025-11-14 05:00:00,2.95,2520.0,9.19,SCMH,C883,False,,Email: user449@citygas.com flagged issue,14.9,101.325,1.0,v1.1,12.9299,80.3418
R9459,MET-155,2025-11-14 06:00:00,3.42,,1.26,SCMH,C711,no,,Calibration check passed.,22.1,101.0,1.0,v1.0,13.0892,80.3034
R14310,MET-136,2025-11-14 07:00:00,6.04,62.0,0.23,SCMH,C701 ,n,MAINT,Reverse flow detected briefly.,23.6,103.0,1.0,v1.0,13.1734,80.2475
R14372,MET-115,2025-11-14 09:00:00,5.26,2092.0,8.1,SCMH,c851,nO,SHUTDOWN,Calibration check passed.,23.6,101.325,0.99,v1.2,12.9227,80.3327
R12061,MET-123,2025-11-14 10:00:00,5.32,1535.0,5.75,SCMH,C854,False,,Email: user970@citygas.com flagged issue,20.6,101.325,1.0,v1.1,12.9669,80.1824
R13725,MET-119,2025-11-14 17:00:00,3.01,93.0,0.36,SCMH,C723,TRUE,,Email: user625@citygas.com flagged issue,23.3,99.5,0.995,v1.1,13.0228,80.1934
R12830,MET-119,2025-11-14 19:00:00,,1775.0,6.97,SCMH,C723,True,,High consumption flagged for audit.,17.3,102.5,0.998,v1.0,13.0228,80.1934
R14914,MET-101,2025-11-14 19:00:00,4.23,446.0,1.57,SCMH,C863,n,,Customer C798 complained about billing.,18.6,101.325,1.0,v1.2,12.9998,80.2055
R11537,MET-128,2025-11-15 00:00:00,5.83,432.0,1.63,SCMH,C866,No,MAINT,Pressure drop observed at peak hours.,17.3,101.0,1.005,v1.0,13.0557,80.305
R14497,MET-151,2025-11-15 00:00:00,2.62,1284.0,4.66,SCMH,C791,N,,Reverse flow detected briefly.,16.1,101.325,1.002,v1.1,13.2378,80.1659
R9900,MET-131,2025-11-15 03:00:00,3.41,352.0,1.29,SCMH,C807,n,MAINT,"Leak near coords 13.0365,80.2528. Reported.",16.4,101.325,0.995,v1.2,13.093,80.0978
R13605,MET-149,2025-11-15 04:00:00,5.03,1919.0,7.4,SCMH,C797,NO,,Read manually. Meter OK.,25.7,102.5,1.005,v1.0,13.0687,80.1415
R11187,MET-138,2025-11-15 04:00:00,6.96,760.0,2.75,SCMH,C740,False,,Odorant alarm triggered. Cleared.,16.4,102.5,0.99,v1.0,12.8891,80.221
R13366,MET-156,2025-11-15 08:00:00,,150.0,0.56,SCMH,c886,n,SHUTDOWN,Night flow anomaly recorded.,22.5,101.325,1.01,v1.1,13.2187,
R14859,MET-147,2025-11-15 11:00:00,3.61,1114.0,4.45,SCMH,C726,False,,Maintenance done by technician ID T469.,17.9,99.5,1.0,v1.0,12.9747,80.2142
R12382,MET-115,2025-11-15 18:00:00,3.45,2465.0,9.847,SCMH,C851,n,,Pressure drop observed at peak hours.,20.1,101.325,1.0,v1.0,12.9227,80.3327
R14947,MET-110,2025-11-15 18:00:00,5.94,1192.0,4.29,SCMH,C726,NO,,Read manually. Meter OK.,16.0,101.0,0.998,v1.1,13.13,80.44
R12207,MET-104,2025-11-15 18:00:00,5.47,73.0,0.26,SCMH,C889,0,,Read manually. Meter OK.,14.5,101.325,1.005,v1.1,13.0895,80.1927
R12147,MET-128,2025-11-15 21:00:00,4.45,1867.0,7.428,SCMH,C866,n,SHUTDOWN,Customer called at +91-9861509-61509,23.0,100.0,1.002,v1.2,13.0557,80.305
R14851,MET-116,2025-11-15 22:00:00,2.57,113.0,0.4,SCMH,C808,NO,,Inspection done. No issues.,16.3,102.5,1.0,v1.0,12.9234,80.3416
R9340,MET-116,2025-11-16 00:00:00,3.71,1947.0,7.35,SCMH,C808,N,,Odorant alarm triggered. Cleared.,25.5,103.0,1.01,v1.1,12.9234,80.3416
R10602,MET-149,2025-11-16 05:00:00,5.05,3319.0,13.03,SCMH,C797,No,,Contact: +91-7062545-62545 for followup,14.4,101.325,1.01,v1.1,23.9894,80.1415
R14912,MET-143,2025-11-16 07:00:00,3.4,1458.0,5.82,SCMH,C739,NO,MAINT,,24.8,101.325,1.0,v1.0,12.8638,
R9625,MET-119,2025-11-16 09:00:00,5.49,1624.0,,SCMH,C723,0,,Calibration check passed.,23.3,101.325,1.0,v1.2,13.0228,80.1934
R13070,MET-140,2025-11-16 16:00:00,4.55,879.0,3.48,SCMH,C808,n,,Customer C752 complained about billing.,23.9,102.5,1.005,v1.1,13.0261,80.0932
R10176,MET-137,2025-11-17 01:00:00,6.62,1069.0,3.98,SCMH,C894,no,,Customer C803 complained about billing.,18.4,101.325,1.0,v1.1,12.9718,80.2591
R12548,MET-143,2025-11-17 02:00:00,5.77,1149.0,4.42,SCMH,C739,n,,Inspection done. No issues.,22.6,101.325,1.002,v1.0,12.8638,80.1757
R14486,MET-146,2025-11-17 05:00:00,3.75,124.0,0.46,SCMH,C786,NO,,Customer C763 complained about billing.,15.6,101.325,1.0,v1.1,13.115,80.1497
R14235,MET-122,2025-11-17 11:00:00,4.68,1171.0,4.64,SCMH,C829,N,,Read manually. Meter OK.,19.4,99.5,1.01,v1.1,12.9058,80.2993
